Title	Author	Date	Availability	Genre	Subgenre	Form	Regularisation	Nb of tokens (c.)	File	
[Arrêt du Parlement de Bordeaux, 7 septembre 1565]		1565-09-07	cc-by-nc-nd	law	x	prose	no	167	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/BVH/FRAD0330635101_1B284_190_tei.xml	
SERMON Sur ces Paroles de la II. Epître de St. Paul aux Corinthiens Chap. 11. v. 26.	Jean Armand Dubourdieu	1716	cc-by-nc-nd	theology	sermon	prose	no	7264	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1716_Jean_Armand_Dubourdieu_RSL.xml	
LA PREMIERE HOMELIE sur le cinquantetroisiesme chapitre de la prophetie d'Esaie	Nicolas Séguier	1598	cc-by-nc-nd	theology	sermon	prose	no	5718	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1598_Nicolas_Séguier_CiM.xml	
PREMIER SERMON DE L'HIstoire de Melchisedec : auquel est aussi traittée la deliurance de Lot, faite par Abram. SERMONS DE M. IEAN CALVIN.	Jean Calvin	1565	cc-by-nc-nd	theology	sermon	prose	no	6285	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1565_Jean_Calvin_CiM.xml	
SErmon fait a l’ovvertvre du colloqvE des eglises reformées d’Aulnix	Jaques Gaultier	1659	cc-by-nc-nd	theology	sermon	prose	no	8609	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1659_Jaques_Gaultier_CiM.xml	
LES TRIOMPHES DE SAINT PAUL. SERMON Sur ces Paroles de la II. aux Corinth. Ch. II. v. I4.	Ezechiel Gallatin	1720	cc-by-nc-nd	theology	sermon	prose	no	6185	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1720_Ezechiel_Gallatin_ARE.xml	
LA PRIERE DE St. ESTIENNE. ACTES 7. Vers. 60 ... La Priere de saint Etienne	Philippe Le Gendre	1691	cc-by-nc-nd	theology	sermon	prose	no	8301	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1691_Philippe_Le_Gendre_RSL.xml	
SERMON SECOND. De la plenitude de Jesus-Christ, qui nous a merité le salut.	Gilbert Primerose	1624	cc-by-nc-nd	theology	sermon	prose	no	10684	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1624_Gilbert_Primerose_RSL.xml	
SERMONS SVR LE CANTIQVE DES CANTIQVES, DE Salomon.	Théodore de Bèze	1586	cc-by-nc-nd	theology	sermon	prose	no	6162	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1586_Théodore_de_Bèze_CiM.xml	
DE L'UTILITÉ DES AFFLICTIONS, Ou Sermon sur Rom. 8. vers. 27.	Isaac Jacquelot	1750	cc-by-nc-nd	theology	sermon	prose	no	6110	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1750_Isaac_Jacquelot_ARE.xml	
SERMON SVR CES MOTS de l'Apostre sainct Paul en l'Epistre aux Romains chap. 8. vers. 18. ...	Michel Le Faucheur	1632	cc-by-nc-nd	theology	sermon	prose	no	7131	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1632_Michel_Le_Faucheur_RSL.xml	
SERMON, SVR LE PSEAVME CXXX. V. 1. 2. 3. 4.	Jean Mestrezat	1645	cc-by-nc-nd	theology	sermon	prose	no	10453	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1645_Jean_Mestrezat_RSL.xml	
LE SOUVENIR SALUTAIRE. Ou SERMON Sur ces Paroles de l'Apocal. Chap. II. vers.5.	Frédéric Spanheim	1687	cc-by-nc-nd	theology	sermon	prose	no	12794	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1687_Frédéric_Spanheim_RSL.xml	
SERMON.Sur la véritable Patrie des François Réfugiés.	Vinchon Des Vœux	1745	cc-by-nc-nd	theology	sermon	prose	no	3012	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1745_Vinchon_Des_Vœux_RSL.xml	
Sermon Premier La TROMPETTE DE SION : OV EXHORTATION A Repentance & à Iusne.	Gilbert Primerose	1610	cc-by-nc-nd	theology	sermon	prose	no	8326	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1610_Gilbert_Primerose_CiM.xml	
DIEU DECHIRANT SON PROPRE PEUPLE. SERMON VI. Sur ces paroles d'Osée, Chapitre V. v. 14. &	Claude Brousson	1695	cc-by-nc-nd	theology	sermon	prose	no	6645	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1695_Claude_Brousson_RSL.xml	
LE BONHEVR DV PEVPLE DE DIEV, OV SERMON SUR CES Paroles du Ps. XXXII. verset 12. ...	François Turrettin	1676	cc-by-nc-nd	theology	sermon	prose	no	15485	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1676_François_Turrettin_CiM.xml	
SECONDE HOMELIE sur le cinquantetroisiesme chap. de la prophetie d'Esaye	Nicolas Séguier	1598	cc-by-nc-nd	theology	sermon	prose	no	6095	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1598_Nicolas_Séguier_RSL.xml	
Une simple Profession Extérieure de la véritable Religion, ne suffit pas pour être sauvé.	Jean-Melchior Du Fresne	1735	cc-by-nc-nd	theology	sermon	prose	no	6812	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1735_J_M_Du_Fresne_CiM.xml	
SERMON SUR L'honeur que les Sujets doivent rendre a leurs Souverains.	Pierre Rival	1727	cc-by-nc-nd	theology	sermon	prose	no	8241	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1727_Pierre_Rival_RSL.xml	
Sermons de Iehã Caluin sur LES DEVX EPISTRES DE S. Paul à Timothee,recueillis par l'escriuain ordinaire pour le bien & l'edification de l'Eglise du Seigneur.	Jean Calvin	1561	cc-by-nc-nd	theology	sermon	prose	no	5443	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1561_Jean_Calvin_CiM.xml	
IIII. SERMON SVR CES paroles. Qui es és cieux.	Guillaume Du Buc	1604	cc-by-nc-nd	theology	sermon	prose	no	3483	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1604_Guillaume_Du_Buc_RSL.xml	
[I] L'AMOUR DES RICHESSES. SERMON SUR I. Tim. Chap. VI. ꝟ. 9. 10.	Antoine Léger	1728	cc-by-nc-nd	theology	sermon	prose	no	6706	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1728_Antoine_Léger_CiM.xml	
SERMONS DE M. IEAN Caluin sur le cinquieme liure de Moyse dit Deuteronome Sermons de M. Jean Calvin sur le v. livre de Moyse nommé Deuteronome	Jean Calvin	1567	cc-by-nc-nd	theology	sermon	prose	no	5767	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1567_Jean_Calvin_MBF.xml	
SERMON SUR S. JAQUES, Chap. IV. v. 3.	Benedict Pictet	1707	cc-by-nc-nd	theology	sermon	prose	no	8533	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1707_Benedict_Pictet_CiM.xml	
LE PROCEZ DES MAUVAIS ARBRES, OV LA CONDAMNATION DES mauvais Chrétiens	David Fornerod	1688	cc-by-nc-nd	theology	sermon	prose	no	23792	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1688_David_Fornerod_ARE.xml	
LA PRIERE DE DANIEL. SERMON Sur Daniel Chapitre IX	Antoine Maurice	1722	cc-by-nc-nd	theology	sermon	prose	no	12639	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1722_Antoine_Maurice_CiM.xml	
TROISIESME SERMON,QVI EST TOVCHANT LA CHEVTE DE l'Apostre S. Pierre fait en l'Eglise de Metz le 18.Ianuier, 1612.	François de Combles	1613	cc-by-nc-nd	theology	sermon	prose	no	5191	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1613_François_de_Combles_RSL.xml	
SERMON SVR LE SEIZIEME Chapitre de l'Euangile selon S. Luc. v. 13 ...	Ezekiel Marmet	1636	cc-by-nc-nd	theology	sermon	prose	no	8780	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1636_Ezekiel_Marmet_CiM.xml	
PREMIER SERMON TOVCHANT LA PREPARATION reqvise povr communiquer deuëment & dignement à la Cene de nostre Seigneur.	François de Combles	1613	cc-by-nc-nd	theology	sermon	prose	no	7419	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1613_François_de_Combles_CiM.xml	
SERMON XIX. SUR LUC. I. VERS. 46. 47. 48. 49. ...	Jean Daillé	1658	cc-by-nc-nd	theology	sermon	prose	no	6927	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1658_Jean_Daillé_RSL.xml	
SERMON Pour le jour du Ivsne ordonné par le Synode tenu a Ambrvn	Fabrice Burlamaqui	1663	cc-by-nc-nd	theology	sermon	prose	no	11864	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1663_Fabrice_Burlamaqui_CiM.xml	
LE TEMS FAVORABLE DU SALUT: OU SERMON Sur ces paroles du Prophète Isaïe	Samuel Jossevel	1740	cc-by-nc-nd	theology	sermon	prose	no	10579	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1740_Samuel_Jossevel_CiM.xml	
Hébr. XII. vers. 5. Profit des chastimens ou sept sermons sur l’exhortation contenue en l’Epist. aux Hebrieux chap. XII. v. 5. 6. 7. 8. 9. 10. 11.	Bénédict Turrettin	1630	cc-by-nc-nd	theology	sermon	prose	no	9675	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1630_Bénédict_Turrettin_CiM.xml	
SERMON DE LA NATIVITE DE Iesus Christ, fait le iour de Noel, auquel se celebre la saincte Cene du Seigneur.	Jean Calvin	1558	cc-by-nc-nd	theology	sermon	prose	no	6161	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1558_Jean_Calvin_CiM.xml	
SERMON Sur le COURONNEMENT De Sa Majesté, FREDERIC I. ROI de PRUSSE, &c.	Pierre Rossal	1701	cc-by-nc-nd	theology	sermon	prose	no	5040	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1701_Pierre_Rossal_RSL.xml	
Les Fruits de la repentance, ou Sermon sur ces paroles de Salomon…	Jean Claude	1676	cc-by-nc-nd	theology	sermon	prose	no	10921	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1676_Jean_Claude_RSL.xml	
Le Gain dv fidele ov sermon svr ces paroles de l’epître de S. Paul aux Romains chapitre 8. vers. 27.	David Fraissinet	1693	cc-by-nc-nd	theology	sermon	prose	no	9333	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1693_David_Fraissinet_MBF.xml	
LE THRONE DE GRACE. OV SERMON Fait en l'Eglise Reformée de Paris	Frédéric Spanheim	1649	cc-by-nc-nd	theology	sermon	prose	no	26759	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1649_Frédéric_Spanheim_ARE.xml	
SERMON SVR CES PAROLES du Ps. XCV. vers. VII. ...	Louis Tronchin	1670	cc-by-nc-nd	theology	sermon	prose	no	10682	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1670_Laurent_Drelincourt_RSL.xml	
La Sagesse de L'Evangile. Sermon sur I. Corint. II. 6.	Jean-Alphonse Turrettin	1694	cc-by-nc-nd	theology	sermon	prose	no	9657	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1694_Jean-Alphonse_Turrettin_CiM.xml	
Texte en la premiere de Saint Pierre au chapitre second, verset. 17. Honnorés le Roy.	Jehan Jaques Chevallier	1680	cc-by-nc-nd	theology	sermon	prose	no	5655	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1680_Jehan_Jaques_Chevallier_RSL.xml	
Sermon devxieme. Sermons sur l’histoire de la resurrection de nostre Seigneur Iesus Christ.	Théodore de Bèze	1593	cc-by-nc-nd	theology	sermon	prose	no	6672	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1593_Théodore_de_Bèze_RSL.xml	
PREMIER SERMON sur l'Histoire de la Tentation de nostre Seigneur.	Samuel Durant	1627	cc-by-nc-nd	theology	sermon	prose	no	8878	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1627_Samuel_Durant_MBF.xml	
SERMON SVR CES PAROLES De l’Apôtre Saint Paul aux Ephesiens	Jean Bernard	1680	cc-by-nc-nd	theology	sermon	prose	no	12774	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1680_Jean_Bernard_ARE.xml	
SERMONS SVR LE CHAPIT. SEPTIESME de l'Epistre aux Hebreux.	Jean Mestrezat	1653	cc-by-nc-nd	theology	sermon	prose	no	7702	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1653_Jean_Mestrezat_CiM.xml	
SERMON II. Des banquets qu'a fait Assuerus, depuis le troisieme verset iusques au 10.	Pierre Merlin	1594	cc-by-nc-nd	theology	sermon	prose	no	3708	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1594_Pierre_Merlin_RSL.xml	
SERMON Sur ces Paroles de la I. Epître de S.Paul aux Corinthiens,Chap. XIII.v.1.2.3. ...	Jean-Alphonse Turrettin	1697	cc-by-nc-nd	theology	sermon	prose	no	12160	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1697_Jean-Alphonse_Turrettin_ARE.xml	
SERMON PREMIER. I. COR. X. 1.2.3.4.5. XXI SERMONS DE IEAN DAILLE, SVR Le X Chapitre de la I EPITRË de S. PAVL aux Corinthiens.	Jean Daillé	1667	cc-by-nc-nd	theology	sermon	prose	no	8755	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1667_Iean_Daillé_ARE.xml	
SERMON SVR CES PAROLES de l'Evangile selon S.Luc, chap.I.vers.67.&68. ...	Michel Le Faucheur	1660	cc-by-nc-nd	theology	sermon	prose	no	5151	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1660_Michel_Le_Faucheur_ARE.xml	
LE SECOND sermon. Deux Sermons de M. Iean Caluin prins de la premiere Epistre à Timothée au second Chapitre sur ces parolles.	Jean Calvin	1555	cc-by-nc-nd	theology	sermon	prose	no	6782	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1555_Jean_Calvin_RSL.xml	
SERMON SVR CES PAROLES du Ps. XCV. vers. VII. ...	Louis Tronchin	1670	cc-by-nc-nd	theology	sermon	prose	no	10682	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1670_Louis_Tronchin_ARE.xml	
Sermon I. Le choix de Moyse sur le v. 25. du Chapitre XI. de l'Epître de Saint Paul aux Hebreux.	François Turrettin	1686	cc-by-nc-nd	theology	sermon	prose	no	14443	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1686_François_Turrettin_CiM.xml	
SERMON Sur l'Epistre S. Iaques, chap. 1. v. 26. ...	Abel-Rodolphe de Ladevéze	1683	cc-by-nc-nd	theology	sermon	prose	no	5066	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1683_Abel-Rodolphe_de_Ladevéze_CiM.xml	
SERMON I. SUR LE SACRIFICE DU CHRETIEN. SERMONS DE FEU MONSIEUR DE BEAUSOBRE	Isaac de Beausobre	1744	cc-by-nc-nd	theology	sermon	prose	no	4391	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1744_Isaac_de_Beausobre_CiM.xml	
SERMONS SVR L'HISTOIRE DE LA Passion & sepulture de nostre Seigneur Iesus Christ, descrite par les quatre Euangelistes.	Théodore de Bèze	1592	cc-by-nc-nd	theology	sermon	prose	no	4155	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1592_Théodore_de_Bèze_CiM.xml	
LE TRIOMPHE De Jesus-Christ ET De ses Ministres ; Ou Sermon sur ce Texte ...	François-Louis Faigaux	1728	cc-by-nc-nd	theology	sermon	prose	no	3160	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1728_François-Louis_Faigaux_RSL.xml	
L’Examen des chrétiens. Ou Sermon sur Apoc. III. v. 1. 2. 3.	Bénédict Pictet	1716	cc-by-nc-nd	theology	sermon	prose	no	10577	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1716_Bénédict_Pictet_RSL.xml	
SERMON SVR LE CHAP. III. DV LIVRE de Ionas le Prophete vers. 4. & 5.	Simon de Goyon	1647	cc-by-nc-nd	theology	sermon	prose	no	10458	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1647_Simon_de_Goyon_CiM.xml	
SERMON PREMIER. Les sovspirs des fideles.	François Murat	1641	cc-by-nc-nd	theology	sermon	prose	no	8572	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1641_François_Mvrat_MBF.xml	
L’AUTEUR DES BIENS ET DES MAVX, ou SERMON SUR ESAYE, CHAP. XLV. Vers. 6.7.	Daniel de Superville	1700	cc-by-nc-nd	theology	sermon	prose	no	11133	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1700_Daniel_de_Superville_CiM.xml	
Sermon X. Le Culte Spirituël des Chrêtiens.	Jean Henri Le Maître	1737	cc-by-nc-nd	theology	sermon	prose	no	5593	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1737_Jean_Henri_Le_Maître_RSL.xml	
LA BENEDICTION DES SACRIFICATEURS. SERMON SUR Nomb. Chap. VI. ꝟ. 22. 23. 24. 25. & 26.	Gabriel Fabri	1713	cc-by-nc-nd	theology	sermon	prose	no	7517	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Sermo/_1713_Gabriel_Fabri_CiM.xml	
Fables choisies, mises en vers	Jean de La Fontaine	1692	cc-by-nc-nd	fable	x	verse	no	27928	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Fabula/la-fontaine_fables.xml	
Les Fables d’Esope Phrygien	Jean Baudoin	1660	cc-by-nc-nd	fable	x	verse	no	118050	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/Fabula/baudoin_fables-esope_1660.xml	
Arsace, Roy des Parthes	Jean Le Royer de Prade	1666	cc-by-nc-nd	theatre	tragedy	verse	no	15006	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/prade_arsace.xml	
Fédéric. Tragi-comédie	BOYER, Claude	1660	cc-by-nc-nd	theatre	tragicomedy	verse	no	15850	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/boyer_federic.xml	
Antiochus. Tragi-comédie	Thomas Corneille	1666	cc-by-nc-nd	theatre	tragicomedy	verse	no	15088	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/corneillet_antiochus.xml	
Médée. Tragédie	Thomas Corneille	1693	cc-by-nc-nd	theatre	tragedy	verse	no	8524	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/corneillet_medee.xml	
Arie et Petus, ou les amours de Neron. Tragedie	Gabriel Gilbert	1660	cc-by-nc-nd	theatre	tragedy	verse	no	15032	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/gilbert_arieetpetus.xml	
Pomone, pastorale en musique	Pierre Perrin Robert Cambert	1671	cc-by-nc-nd	theatre	x	verse	no	1991	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/perrin_pomone.xml	
Agarite. Tragi-comédie	Jean-Gilbert Durval	1636	cc-by-nc-nd	theatre	tragicomedy	verse	no	16106	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/durval_agarite.xml	
La Véritable Sémiramis. Tragédie	Nicolas Mary	1647	cc-by-nc-nd	theatre	tragedy	verse	no	15878	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/desfontaines_veritablesemiramis.xml	
L'Intrigue des filous. Comédie	Claude de L'Estoille	1648	cc-by-nc-nd	theatre	comedy	verse	no	16726	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/estoile_intriguedesfilous.xml	
Crispin musicien. Comédie	Sieur de Hauteroche	1674	cc-by-nc-nd	theatre	comedy	verse	no	19631	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/hauteroche_crispinmusicien.xml	
Les Soupçons sur les apparences. Héroïco-comédie	Antoine d'Ourville	1650	cc-by-nc-nd	theatre	other	verse	no	14628	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/ouville_soupcons.xml	
Le Torrismon du Tasse	Charles Vion d'Alibray	1636	cc-by-nc-nd	theatre	tragedy	verse	no	29071	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/dalibray_torrismon.xml	
Artaxerce. Tragédie	Boyer, Claude	1683	cc-by-nc-nd	theatre	tragedy	verse	no	17427	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/boyer_artaxerce.xml	
Trigaudin ou Martin Braillart. Comédie	Montfleury	1672	cc-by-nc-nd	theatre	comedy	verse	no	15263	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/montfleury_trigaudin.xml	
La Belle Égyptienne. Tragi-comédie	Sallebray	1642	cc-by-nc-nd	theatre	tragicomedy	verse	no	16271	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/sallebray_belleegyptienne.xml	
Phalante. Tragédie.	Gautier de Coste, sieur de La Calprenède	1642	cc-by-nc-nd	theatre	tragedy	verse	no	14037	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/calprenede_phalante.xml	
Eurimédon ou l'Illustre pirate. Tragi-comédie	Nicolas Mary, sieur Desfontaines	1637	cc-by-nc-nd	theatre	tragicomedy	verse	no	15623	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/desfontaines_eurimedon.xml	
Le Jeune Marius. Tragédie.	Boyer, Claude	1670	cc-by-nc-nd	theatre	tragedy	verse	no	15918	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/boyer_jeunemarius.xml	
Scipion l'Africain. Tragédie	Jacques Pradon	1697	cc-by-nc-nd	theatre	tragedy	verse	no	12075	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/pradon_scipion.xml	
L'Innocent malheureux ou La Mort de Crispe. Tragédie	Grenaille	1639	cc-by-nc-nd	theatre	tragedy	verse	no	24336	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/grenaille_innocentmalheureux.xml	
Zaïde. Tragédie	La Chapelle	1681	cc-by-nc-nd	theatre	tragedy	verse	no	12687	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/chapelle_zaide.xml	
Palinice, Circeine et Florice. Tragi-comédie pastorale tirée de l'Astrée	De Rayssiguier	1634	cc-by-nc-nd	theatre	tragicomedy	verse	no	13967	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/rayssiguier_palinice.xml	
Le Mary sans femme. Comédie	Antoine Jacob Montfleury	1664	cc-by-nc-nd	theatre	comedy	verse	no	16051	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/montfleury_marisansfemmemanuscrit.xml	
Régulus. Tragédie	Jacques Pradon	1688	cc-by-nc-nd	theatre	tragedy	verse	no	13730	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/pradon_regulus.xml	
Le Triomphe des cinq passions. Tragi-comédie.	Gillet de la Tessonnerie	1642	cc-by-nc-nd	theatre	tragicomedy	verse	no	20577	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/gillet_triomphedespassions.xml	
Coriolan. Tragédie	Urbain Chevreau	1638	cc-by-nc-nd	theatre	tragedy	verse	no	13134	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/chevreau_coriolan.xml	
L'AMANT QUI NE FLATTE POINT	Sieur de Hauteroche	1649	cc-by-nc-nd	theatre	comedy	verse	no	18003	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/hauteroche_amantquineflattepoint.xml	
Armetzar ou les amis ennemis. Tragi-comédie	Samuel Chappuzeau	1666	cc-by-nc-nd	theatre	tragicomedy	verse	no	18935	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/chappuzeau_armetzar.xml	
Les Véritables Prétieuses. Comédie.	Antoine Baudeau de Somaize	1660	cc-by-nc-nd	theatre	comedy	prose	no	6497	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/somaize_veritablesprecieuses.xml	
La Soeur valeureuse ou l'Aveugle amante. Tragi-comédie	André Mareschal	1634	cc-by-nc-nd	theatre	tragicomedy	verse	no	25430	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/mareschaL_soeurvaleureuse.xml	
Cassandre, comtesse de Barcelone. Trage-comédie	Le Métel de Boisrobert, François	1654	cc-by-nc-nd	theatre	tragicomedy	verse	no	15777	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/boisrobert_cassandre.xml	
La comédie de la comédie et Les amours de Trapolin	Dorimond (Nicolas Drouin, dit)	1662	cc-by-nc-nd	theatre	comedy	verse	no	6755	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/dorimond_amoursdetrapolin.xml	
Le Comte d'Essex. Tragédie	BOYER, Claude	1675	cc-by-nc-nd	theatre	tragedy	verse	no	14141	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/boyer_comteessex.xml	
Le Fantôme amoureux. Tragi-comédie	Philippe Quinault	1657	cc-by-nc-nd	theatre	tragicomedy	verse	no	16246	file:/Users/portizsu/Code/github.com/e-ditiones/dAlemBERT/2_TEI/dramacode/quinault_fantomeamoureux.xml	
